 hours in peak = 
   2
 PER   TM_E    EON   EOFF   TM_W    WON   WOFF   TM_I   IDON  IDOFF   IWY
  11 17551. 22230. 16976.  1783.  2757.   819.  2075.  2146.  1499.  1952
  11 17551. 22105. 16954.  1783.  2753.   820.  2075.  2137.  1490.  1952
  11 17551. 22009. 16937.  1783.  2750.   821.  2075.  2130.  1483.  1952
  12 13910. 20789. 13362.  1433.  2279.   669.  1296.  1923.   964.  1953
  12 13910. 20706. 13379.  1433.  2278.   670.  1296.  1916.   963.  1953
  12 13910. 20408. 13446.  1433.  2273.   677.  1296.  1891.   960.  1953
  12 13910. 20327. 13467.  1433.  2271.   678.  1296.  1884.   959.  1953
  13 11459. 19478. 10482.  1385.  2216.   663.   972.  1772.   617.  1953
  13 11459. 19400. 10500.  1385.  2215.   663.   972.  1768.   618.  1953
  13 11459. 19067. 10579.  1385.  2203.   665.   972.  1748.   625.  1953
  13 11459. 18995. 10597.  1385.  2200.   665.   972.  1744.   627.  1953
  14  9387. 18967.  7656.  1063.  1737.   498.   980.  1775.   628.  1953
  14  9387. 18891.  7674.  1063.  1736.   498.   980.  1770.   630.  1953
  14  9387. 18569.  7751.  1063.  1730.   498.   980.  1751.   637.  1953
  14  9387. 18496.  7768.  1063.  1728.   498.   980.  1747.   638.  1953
   1  7205. 20117.  4968.  1641.  2226.   890.   948.  1718.   625.  1953
   1  7205. 20044.  4932.  1641.  2223.   890.   948.  1714.   626.  1953
   1  7205. 19659.  4847.  1641.  2208.   889.   948.  1692.   634.  1953
   1  7205. 19577.  4835.  1641.  2206.   889.   948.  1688.   636.  1953
   2  7782. 19678.  5815.   903.  1326.   437.   905.  1673.   587.  1953
   2  7782. 19601.  5805.   903.  1325.   437.   905.  1669.   589.  1953
   2  7782. 19389.  5862.   903.  1323.   437.   905.  1657.   593.  1953
   2  7782. 19314.  5883.   903.  1323.   437.   905.  1652.   595.  1953
   3  9679. 20707.  8112.  1243.  1931.   575.   808.  1641.   462.  1953
   3  9679. 20625.  8137.  1243.  1928.   575.   808.  1637.   464.  1953
   3  9679. 20302.  8235.  1243.  1918.   577.   808.  1619.   471.  1953
   3  9679. 20222.  8259.  1243.  1915.   578.   808.  1615.   472.  1953
   4 10576. 22331.  8437.   976.  1579.   445.   943.  1738.   619.  1953
   4 10576. 22241.  8464.   976.  1577.   445.   943.  1734.   620.  1953
   4 10576. 22017.  8529.   976.  1574.   445.   943.  1723.   624.  1953
   4 10576. 21927.  8555.   976.  1573.   445.   943.  1718.   626.  1953
   5 12704. 22823.  9696.  2743.  3497.  1561.  1618.  1935.  1353.  1953
   5 12704. 22715.  9679.  2743.  3494.  1558.  1618.  1928.  1351.  1953
   5 12704. 22748.  9684.  2743.  3495.  1559.  1618.  1930.  1351.  1953
   5 12704. 22641.  9668.  2743.  3492.  1556.  1618.  1923.  1349.  1953
   6 11296. 22557.  8837.  2461.  3112.  1423.  1405.  1837.  1156.  1953
   6 11296. 22450.  8742.  2461.  3109.  1420.  1405.  1830.  1157.  1953
   6 11296. 22370.  8671.  2461.  3107.  1417.  1405.  1824.  1158.  1953
   6 11296. 22264.  8606.  2461.  3104.  1414.  1405.  1817.  1159.  1953
   7 11496. 22173.  9565.  1563.  2036.   933.  1202.  1712.   954.  1953
   7 11496. 22070.  9497.  1563.  2034.   932.  1202.  1706.   957.  1953
   7 11496. 21974.  9445.  1563.  2032.   931.  1202.  1699.   959.  1953
   7 11496. 21871.  9036.  1563.  2029.   929.  1202.  1692.   961.  1953
   8 12465. 21437. 10937.  1342.  2028.   662.  1207.  1744.   947.  1953
   8 12465. 21342. 10917.  1342.  2026.   663.  1207.  1737.   950.  1953
   8 12465. 20709. 10800.  1342.  2010.   668.  1207.  1690.   964.  1953
   8 12465. 20616. 10783.  1342.  2008.   669.  1207.  1683.   967.  1953
   9 12368. 20040. 10837.  1490.  2233.   721.  1242.  1744.   995.  1953
   9 12368. 19951. 10861.  1490.  2230.   721.  1242.  1737.   998.  1953
   9 12368. 19361. 11017.  1490.  2214.   723.  1242.  1690.  1013.  1953
   9 12368. 19275. 11039.  1490.  2211.   724.  1242.  1683.  1015.  1953
  10 17748. 21468. 16299.  1665.  2347.   800.  1501.  2075.  1125.  1953
  10 17748. 21378. 16293.  1665.  2346.   800.  1501.  2068.  1127.  1953
  10 17748. 21213. 16273.  1665.  2345.   801.  1501.  2055.  1131.  1953
  10 17748. 21124. 16261.  1665.  2344.   801.  1501.  2049.  1133.  1953
  11 19867. 23610. 19370.  1935.  2917.   925.  1995.  2048.  1464.  1953
  11 19867. 23511. 19324.  1935.  2914.   927.  1995.  2041.  1457.  1953
  11 19867. 23384. 19116.  1935.  2910.   928.  1995.  2032.  1448.  1953
  11 19867. 23286. 19108.  1935.  2907.   929.  1995.  2025.  1441.  1953
  12 15505. 21384. 15251.  1605.  2539.   787.  1304.  1903.   976.  1954
  12 15505. 21296. 15268.  1605.  2536.   788.  1304.  1896.   975.  1954
  12 15505. 20980. 15338.  1605.  2524.   791.  1304.  1872.   972.  1954
  12 15505. 20893. 15355.  1605.  2521.   792.  1304.  1865.   972.  1954
  13 11436. 19569. 10344.  1013.  1705.   473.   962.  1756.   614.  1954
  13 11436. 19491. 10363.  1013.  1703.   473.   962.  1751.   616.  1954
  13 11436. 19158. 10448.  1013.  1697.   473.   962.  1732.   623.  1954
  13 11436. 19085. 10467.  1013.  1696.   472.   962.  1728.   624.  1954
  14 10326. 19513.  8723.  1026.  1718.   478.   971.  1760.   626.  1954
  14 10326. 19435.  8741.  1026.  1716.   478.   971.  1756.   628.  1954
  14 10326. 19105.  8820.  1026.  1710.   478.   971.  1737.   635.  1954
  14 10326. 19032.  8837.  1026.  1709.   478.   971.  1732.   637.  1954
   1  8240. 20542.  6027.  1360.  2161.   621.   954.  1746.   610.  1954
   1  8240. 20459.  6016.  1360.  2160.   621.   954.  1741.   612.  1954
   1  8240. 20050.  6106.  1360.  2153.   621.   954.  1720.   620.  1954
   1  8240. 19968.  6130.  1360.  2151.   621.   954.  1715.   621.  1954
   2  8182. 19893.  6210.  1340.  2118.   619.   833.  1573.   553.  1954
   2  8182. 19817.  6230.  1340.  2116.   619.   833.  1569.   555.  1954
   2  8182. 19605.  6288.  1340.  2112.   619.   833.  1556.   559.  1954
   2  8182. 19529.  6308.  1340.  2111.   619.   833.  1552.   561.  1954
   3 10368. 21325.  8820.  2403.  3047.  1409.   808.  1640.   465.  1954
   3 10368. 21243.  8845.  2403.  3044.  1406.   808.  1635.   466.  1954
   3 10368. 20910.  8915.  2403.  3033.  1393.   808.  1618.   473.  1954
   3 10368. 20823.  8923.  2403.  3030.  1390.   808.  1613.   474.  1954
   4 13052. 23550. 10872.  2681.  3453.  1537.   933.  1655.   676.  1954
   4 13052. 23448. 10857.  2681.  3450.  1533.   933.  1650.   678.  1954
   4 13052. 23195. 10821.  2681.  3443.  1526.   933.  1639.   682.  1954
   4 13052. 23094. 10807.  2681.  3440.  1522.   933.  1635.   684.  1954
   5 14776. 24100. 12983.  2616.  3410.  1493.  1293.  1915.   984.  1954
   5 14776. 23993. 12968.  2616.  3407.  1491.  1293.  1908.   983.  1954
   5 14776. 24025. 12973.  2616.  3408.  1492.  1293.  1910.   983.  1954
   5 14776. 23918. 12885.  2616.  3405.  1490.  1293.  1903.   982.  1954
   6 14864. 23782. 12810.  2325.  3032.  1320.  1347.  1811.  1100.  1954
   6 14864. 23676. 12795.  2325.  3030.  1319.  1347.  1804.  1101.  1954
   6 14864. 23596. 12783.  2325.  3028.  1318.  1347.  1799.  1102.  1954
   6 14864. 23490. 12768.  2325.  3026.  1316.  1347.  1792.  1103.  1954
   7 14883. 23171. 12414.  1808.  2404.  1018.  1347.  1745.  1122.  1954
   7 14883. 23065. 12400.  1808.  2402.  1017.  1347.  1738.  1123.  1954
   7 14883. 22966. 12387.  1808.  2400.  1017.  1347.  1731.  1124.  1954
   7 14883. 22861. 12373.  1808.  2397.  1016.  1347.  1725.  1125.  1954
   8 14333. 21961. 12665.  2025.  2670.  1152.  1737.  2057.  1350.  1954
   8 14333. 21859. 12644.  2025.  2668.  1151.  1737.  2050.  1348.  1954
   8 14333. 21179. 12504.  2025.  2653.  1148.  1737.  2004.  1333.  1954
   8 14333. 21079. 12484.  2025.  2651.  1147.  1737.  1998.  1331.  1954
   9 14157. 20495. 13136.  1583.  2263.   829.  1665.  2014.  1287.  1954
   9 14157. 20405. 13138.  1583.  2260.   829.  1665.  2007.  1284.  1954
   9 14157. 20024. 13217.  1583.  2244.   831.  1665.  1963.  1269.  1954
   9 14157. 19967. 13228.  1583.  2242.   831.  1665.  1957.  1267.  1954
  10 18212. 21737. 16851.  1525.  2156.   733.  1316.  1824.  1030.  1954
  10 18212. 21643. 16866.  1525.  2155.   734.  1316.  1817.  1032.  1954
  10 18212. 21471. 16893.  1525.  2154.   734.  1316.  1805.  1036.  1954
  10 18212. 21454. 16907.  1525.  2153.   734.  1316.  1798.  1038.  1954
  11 18505. 22464. 17874.  2105.  3129.  1008.  1153.  1881.   841.  1954
  11 18505. 22370. 17860.  2105.  3126.  1008.  1153.  1877.   843.  1954
  11 18505. 22248. 17831.  2105.  3123.  1009.  1153.  1871.   845.  1954
  11 18505. 22155. 17797.  2105.  3120.  1010.  1153.  1865.   844.  1954
  12 17425. 22431. 16682.  2206.  3308.  1040.  1200.  1911.   889.  1955
  12 17425. 22341. 16687.  2206.  3305.  1041.  1200.  1907.   891.  1955
  12 17425. 22018. 16706.  2206.  3294.  1043.  1200.  1886.   889.  1955
  12 17425. 21899. 16717.  2206.  3290.  1044.  1200.  1879.   886.  1955
  13 14393. 20924. 13859.  1496.  2372.   695.   960.  1731.   633.  1955
  13 14393. 20846. 13875.  1496.  2371.   695.   960.  1727.   635.  1955
  13 14393. 20461. 13732.  1496.  2365.   695.   960.  1707.   642.  1955
  13 14393. 20345. 13698.  1496.  2363.   695.   960.  1703.   643.  1955
  14 14196. 21295. 12946.  1363.  2163.   631.   967.  1733.   643.  1955
  14 14196. 21216. 12965.  1363.  2162.   631.   967.  1729.   645.  1955
  14 14196. 20872. 13044.  1363.  2156.   630.   967.  1709.   652.  1955
  14 14196. 20770. 13073.  1363.  2155.   630.   967.  1705.   653.  1955
   1 12762. 22221. 11370.  1238.  1969.   572.   902.  1686.   575.  1955
   1 12762. 22131. 11354.  1238.  1968.   572.   902.  1681.   576.  1955
   1 12762. 21691. 11272.  1238.  1961.   572.   902.  1660.   584.  1955
   1 12762. 21602. 11256.  1238.  1960.   572.   902.  1655.   586.  1955
   2  8521. 20004.  6513.  1498.  2352.   688.   831.  1600.   525.  1955
   2  8521. 19925.  6534.  1498.  2349.   689.   831.  1596.   527.  1955
   2  8521. 19697.  6599.  1498.  2340.   692.   831.  1583.   531.  1955
   2  8521. 19614.  6623.  1498.  2337.   693.   831.  1579.   533.  1955
   3 11890. 21912. 10376.  2365.  3004.  1389.   798.  1629.   457.  1955
   3 11890. 21823. 10358.  2365.  3001.  1387.   798.  1624.   459.  1955
   3 11890. 21472. 10290.  2365.  2990.  1376.   798.  1606.   465.  1955
   3 11890. 21383. 10272.  2365.  2987.  1374.   798.  1602.   467.  1955
   4 12762. 23261. 10867.  1763.  2403.   987.   866.  1617.   595.  1955
   4 12762. 23164. 10852.  1763.  2400.   986.   866.  1612.   597.  1955
   4 12762. 22923. 10814.  1763.  2393.   985.   866.  1601.   601.  1955
   4 12762. 22827. 10799.  1763.  2390.   984.   866.  1596.   602.  1955
   5 11280. 22919.  9195.  1779.  2495.   955.  1090.  1776.   838.  1955
   5 11280. 22823.  9223.  1779.  2493.   956.  1090.  1772.   840.  1955
   5 11280. 22852.  9214.  1779.  2493.   955.  1090.  1773.   839.  1955
   5 11280. 22754.  9237.  1779.  2491.   956.  1090.  1769.   841.  1955
   6 10593. 22196.  8628.  1732.  2356.   988.   790.  1611.   468.  1955
   6 10593. 22109.  8657.  1732.  2354.   989.   790.  1606.   469.  1955
   6 10593. 22044.  8679.  1732.  2352.   990.   790.  1603.   471.  1955
   6 10593. 21957.  8708.  1732.  2349.   991.   790.  1599.   472.  1955
   7  9422. 21080.  7543.  1241.  1885.   598.   839.  1550.   598.  1955
   7  9422. 20998.  7567.  1241.  1883.   598.   839.  1545.   600.  1955
   7  9422. 20921.  7589.  1241.  1882.   598.   839.  1541.   602.  1955
   7  9422. 20840.  7612.  1241.  1881.   598.   839.  1537.   603.  1955
   8 11292. 21348.  9154.  1944.  2563.  1119.  1047.  1756.   777.  1955
   8 11292. 21260.  9181.  1944.  2561.  1118.  1047.  1752.   778.  1955
   8 11292. 20640.  9138.  1944.  2544.  1115.  1047.  1722.   789.  1955
   8 11292. 20548.  9121.  1944.  2542.  1114.  1047.  1717.   791.  1955
   9 11846. 20028. 10567.  1049.  1565.   494.  1001.  1740.   713.  1955
   9 11846. 19945. 10590.  1049.  1564.   494.  1001.  1735.   715.  1955
   9 11846. 19387. 10740.  1049.  1556.   495.  1001.  1705.   726.  1955
   9 11846. 19305. 10760.  1049.  1554.   495.  1001.  1701.   728.  1955
  10 15509. 20911. 14649.  1263.  1808.   609.  1226.  1807.   925.  1955
  10 15509. 20824. 14647.  1263.  1807.   609.  1226.  1800.   924.  1955
  10 15509. 20664. 14649.  1263.  1806.   609.  1226.  1787.   923.  1955
  10 15509. 20591. 14651.  1263.  1806.   609.  1226.  1780.   922.  1955
  11 19133. 23191. 18493.  2506.  3457.  1383.  1388.  1879.  1098.  1955
  11 19133. 23091. 18487.  2506.  3454.  1384.  1388.  1872.  1100.  1955
  11 19133. 22962. 18480.  2506.  3450.  1386.  1388.  1863.  1103.  1955
  11 19133. 22862. 18475.  2506.  3447.  1387.  1388.  1856.  1105.  1955
  12 17446. 22601. 16621.  1881.  2834.   913.  1164.  1896.   842.  1956
  12 17446. 22507. 16626.  1881.  2831.   914.  1164.  1891.   843.  1956
  12 17446. 22083. 16669.  1881.  2819.   918.  1164.  1875.   849.  1956
  12 17446. 21958. 16683.  1881.  2816.   919.  1164.  1871.   851.  1956
  13 13612. 20523. 12846.  1379.  2201.   626.   897.  1706.   547.  1956
  13 13612. 20445. 12865.  1379.  2200.   626.   897.  1702.   549.  1956
  13 13612. 20106. 12949.  1379.  2194.   625.   897.  1683.   556.  1956
  13 13612. 20022. 12972.  1379.  2192.   625.   897.  1678.   557.  1956
  14 12039. 20255. 10941.  1047.  1725.   481.   906.  1711.   559.  1956
  14 12039. 20176. 10960.  1047.  1724.   481.   906.  1706.   561.  1956
  14 12039. 19838. 11041.  1047.  1718.   481.   906.  1687.   568.  1956
  14 12039. 19764. 11060.  1047.  1716.   481.   906.  1683.   569.  1956
   1  7975. 20275.  5830.  1362.  2169.   617.   865.  1671.   524.  1956
   1  7975. 20191.  5819.  1362.  2167.   617.   865.  1667.   525.  1956
   1  7975. 19783.  5798.  1362.  2152.   623.   865.  1645.   533.  1956
   1  7975. 19701.  5823.  1362.  2149.   624.   865.  1641.   535.  1956
   2  8797. 20053.  6864.  1929.  2702.  1048.   776.  1547.   479.  1956
   2  8797. 19970.  6890.  1929.  2699.  1049.   776.  1543.   481.  1956
   2  8797. 19739.  6961.  1929.  2691.  1052.   776.  1531.   485.  1956
   2  8797. 19657.  6986.  1929.  2688.  1053.   776.  1527.   487.  1956
   3 12633. 22307. 10687.  3081.  3926.  1732.   718.  1523.   415.  1956
   3 12633. 22216. 10669.  3081.  3923.  1728.   718.  1519.   417.  1956
   3 12633. 21846. 10586.  3081.  3911.  1715.   718.  1501.   423.  1956
   3 12633. 21753. 10565.  3081.  3908.  1712.   718.  1497.   425.  1956
   4 16359. 24201. 14921.  2806.  3576.  1604.  1309.  1729.  1105.  1956
   4 16359. 24094. 14907.  2806.  3573.  1601.  1309.  1722.  1107.  1956
   4 16359. 23829. 14800.  2806.  3565.  1592.  1309.  1705.  1111.  1956
   4 16359. 23723. 14785.  2806.  3562.  1589.  1309.  1698.  1112.  1956
   5 17881. 24828. 16330.  2932.  3767.  1653.  1842.  1999.  1479.  1956
   5 17881. 24719. 16313.  2932.  3764.  1650.  1842.  1992.  1472.  1956
   5 17881. 24752. 16319.  2932.  3765.  1651.  1842.  1994.  1474.  1956
   5 17881. 24643. 16302.  2932.  3762.  1648.  1842.  1987.  1467.  1956
   6 17654. 24649. 16776.  1848.  2477.  1036.  1825.  2026.  1459.  1956
   6 17654. 24540. 16748.  1848.  2475.  1036.  1825.  2019.  1456.  1956
   6 17654. 24459. 16727.  1848.  2473.  1035.  1825.  2014.  1455.  1956
   6 17654. 24351. 16699.  1848.  2470.  1034.  1825.  2007.  1453.  1956
   7 15795. 22671. 13123.  1755.  2352.   995.  1851.  1991.  1415.  1956
   7 15795. 22563. 13116.  1755.  2350.   994.  1851.  1985.  1408.  1956
   7 15795. 22462. 13109.  1755.  2348.   994.  1851.  1978.  1402.  1956
   7 15795. 22355. 13101.  1755.  2346.   993.  1851.  1972.  1395.  1956
   8 16978. 22635. 15349.  1871.  2519.  1060.  1877.  1981.  1368.  1956
   8 16978. 22566. 15319.  1871.  2517.  1061.  1877.  1975.  1362.  1956
   8 16978. 21965. 15233.  1871.  2502.  1058.  1877.  1934.  1321.  1956
   8 16978. 21862. 15221.  1871.  2500.  1058.  1877.  1928.  1316.  1956
   9 18518. 22691. 17798.  2026.  2693.  1121.  1814.  1924.  1312.  1956
   9 18518. 22585. 17785.  2026.  2690.  1119.  1814.  1918.  1306.  1956
   9 18518. 21870. 17696.  2026.  2674.  1105.  1814.  1880.  1268.  1956
   9 18518. 21740. 17684.  2026.  2672.  1103.  1814.  1874.  1262.  1956
  10 19160. 22332. 18238.  1864.  2646.   896.  1602.  1977.  1218.  1956
  10 19160. 22231. 18231.  1864.  2645.   897.  1602.  1971.  1216.  1956
  10 19160. 22047. 18210.  1864.  2644.   897.  1602.  1960.  1211.  1956
  10 19160. 21919. 18206.  1864.  2643.   897.  1602.  1954.  1209.  1956
  11 19789. 23599. 18976.  2577.  3537.  1305.  1834.  2105.  1422.  1956
  11 19789. 23498. 18972.  2577.  3534.  1306.  1834.  2099.  1419.  1956
  11 19789. 23367. 18966.  2577.  3530.  1307.  1834.  2090.  1417.  1956
  11 19789. 23267. 18962.  2577.  3527.  1307.  1834.  2083.  1414.  1956
  12 16007. 21627. 15209.  1896.  2819.   895.  1220.  1926.   910.  1957
  12 16007. 21538. 15185.  1896.  2816.   896.  1220.  1920.   909.  1957
  12 16007. 21180. 15103.  1896.  2804.   898.  1220.  1895.   900.  1957
  12 16007. 21059. 15089.  1896.  2801.   898.  1220.  1888.   898.  1957
  13 13587. 20505. 12908.  1255.  2040.   564.   989.  1770.   648.  1957
  13 13587. 20427. 12916.  1255.  2037.   564.   989.  1766.   650.  1957
  13 13587. 20088. 12950.  1255.  2024.   566.   989.  1746.   657.  1957
  13 13587. 20014. 12961.  1255.  2020.   567.   989.  1742.   658.  1957
  14 12250. 20334. 10766.  1133.  1860.   514.   997.  1772.   659.  1957
  14 12250. 20255. 10783.  1133.  1859.   514.   997.  1768.   661.  1957
  14 12250. 19916. 10864.  1133.  1853.   514.   997.  1749.   668.  1957
  14 12250. 19842. 10883.  1133.  1851.   513.   997.  1744.   670.  1957
   1  8304. 20667.  6074.  1334.  2125.   608.  1026.  1799.   686.  1957
   1  8304. 20584.  6064.  1334.  2124.   608.  1026.  1795.   687.  1957
   1  8304. 20175.  6061.  1334.  2117.   609.  1026.  1773.   695.  1957
   1  8304. 20093.  6087.  1334.  2115.   609.  1026.  1769.   697.  1957
   2  8524. 20230.  6472.  1575.  2423.   743.   961.  1687.   671.  1957
   2  8524. 20150.  6493.  1575.  2420.   745.   961.  1683.   672.  1957
   2  8524. 19930.  6550.  1575.  2411.   748.   961.  1671.   677.  1957
   2  8524. 19852.  6570.  1575.  2408.   749.   961.  1666.   678.  1957
   3  9886. 21330.  8074.  2269.  2913.  1340.   836.  1676.   480.  1957
   3  9886. 21248.  8100.  2269.  2910.  1337.   836.  1672.   481.  1957
   3  9886. 20925.  8199.  2269.  2898.  1327.   836.  1654.   488.  1957
   3  9886. 20845.  8223.  2269.  2895.  1324.   836.  1650.   489.  1957
   4 13252. 23525. 11076.  2444.  3207.  1405.  1153.  1863.   866.  1957
   4 13252. 23417. 11063.  2444.  3204.  1404.  1153.  1858.   868.  1957
   4 13252. 23152. 11030.  2444.  3197.  1402.  1153.  1847.   872.  1957
   4 13252. 23046. 11018.  2444.  3194.  1401.  1153.  1843.   874.  1957
   5 13374. 23566. 11234.  1701.  2323.   950.  1404.  1934.  1102.  1957
   5 13374. 23459. 11219.  1701.  2320.   950.  1404.  1927.  1104.  1957
   5 13374. 23492. 11224.  1701.  2321.   950.  1404.  1930.  1104.  1957
   5 13374. 23385. 11281.  1701.  2318.   950.  1404.  1923.  1106.  1957
   6 10676. 22141.  8322.  1770.  2466.   955.  1693.  1929.  1387.  1957
   6 10676. 22037.  8330.  1770.  2463.   956.  1693.  1922.  1385.  1957
   6 10676. 21959.  8340.  1770.  2462.   956.  1693.  1917.  1383.  1957
   6 10676. 21853.  8352.  1770.  2459.   957.  1693.  1910.  1381.  1957
   7 12442. 22029.  9550.  2209.  2911.  1242.  1736.  1781.  1376.  1957
   7 12442. 21923.  9536.  2209.  2909.  1242.  1736.  1774.  1369.  1957
   7 12442. 21824.  9522.  2209.  2907.  1241.  1736.  1767.  1362.  1957
